timestamp,scenario,mode,repetition,seed,avg_wait_time,flow_rate,co2_emissions,emergency_response_time,total_collisions,collision_avoided,vehicles_completed
2026-03-01T12:06:52.767Z,normal,traditional,1,20260398,10.1,5.3,31.9,16.7,11,0,8
2026-03-01T12:06:52.769Z,normal,ai,1,20260398,8,9.3,32.06,2.3,9,0,14
2026-03-01T12:06:52.773Z,normal,rl,1,20260398,19.4,5.3,40.37,0,13,0,8
2026-03-01T12:06:52.774Z,normal,traditional,2,20260495,0,0.7,22.8,0,15,0,1
2026-03-01T12:06:52.775Z,normal,ai,2,20260495,11.9,7.3,44.6,1.6,11,0,11
2026-03-01T12:06:52.776Z,normal,rl,2,20260495,3.5,4,23.74,0,13,0,6
2026-03-01T12:06:52.777Z,normal,traditional,3,20260592,16,3.3,27.68,0,11,0,5
2026-03-01T12:06:52.778Z,normal,ai,3,20260592,13.9,8,48.59,0,11,0,12
2026-03-01T12:06:52.779Z,normal,rl,3,20260592,11.1,6.7,32.87,0,11,0,10
2026-03-01T12:06:52.782Z,rush_hour,traditional,1,20360398,6.6,6,105.98,12.2,63,0,9
2026-03-01T12:06:52.783Z,rush_hour,ai,1,20360398,5.3,10.7,106.01,1.5,60,0,16
2026-03-01T12:06:52.785Z,rush_hour,rl,1,20360398,5.1,8,107.35,2.3,64,0,12
2026-03-01T12:06:52.788Z,rush_hour,traditional,2,20360495,7.9,5.3,108.36,0,64,1,8
2026-03-01T12:06:52.789Z,rush_hour,ai,2,20360495,4.9,9.3,106.39,1.4,62,0,14
2026-03-01T12:06:52.791Z,rush_hour,rl,2,20360495,4.8,10.7,106.82,0,62,1,16
2026-03-01T12:06:52.793Z,rush_hour,traditional,3,20360592,6.8,4.7,109.54,21.6,67,0,7
2026-03-01T12:06:52.794Z,rush_hour,ai,3,20360592,5.9,12.7,116.26,1.8,61,0,19
2026-03-01T12:06:52.796Z,rush_hour,rl,3,20360592,3.2,10,103.01,1.6,62,0,15
2026-03-01T12:06:52.797Z,accident,traditional,1,20460398,24.2,1.3,34.79,0,19,0,2
2026-03-01T12:06:52.798Z,accident,ai,1,20460398,6.2,8,36.25,2.4,15,0,12
2026-03-01T12:06:52.799Z,accident,rl,1,20460398,31.5,2,37.67,0,17,0,3
2026-03-01T12:06:52.799Z,accident,traditional,2,20460495,3.4,1.3,29.86,0,19,0,2
2026-03-01T12:06:52.800Z,accident,ai,2,20460495,9.3,4,34.75,2.1,17,0,6
2026-03-01T12:06:52.800Z,accident,rl,2,20460495,0,0,28.5,0,19,0,0
2026-03-01T12:06:52.801Z,accident,traditional,3,20460592,27.4,1.3,39.28,0,19,0,2
2026-03-01T12:06:52.802Z,accident,ai,3,20460592,2.7,6.7,32.27,2.7,16,0,10
2026-03-01T12:06:52.803Z,accident,rl,3,20460592,27.2,2,41.06,33.4,19,0,3
2026-03-01T12:06:52.803Z,emergency,traditional,1,20560398,13,1.3,30.72,0,18,0,2
2026-03-01T12:06:52.804Z,emergency,ai,1,20560398,6,6.7,36.09,2,14,0,10
2026-03-01T12:06:52.805Z,emergency,rl,1,20560398,15.5,6.7,45.23,18.2,15,0,10
2026-03-01T12:06:52.805Z,emergency,traditional,2,20560495,21.1,5.3,53.09,32.8,15,0,8
2026-03-01T12:06:52.806Z,emergency,ai,2,20560495,9.7,7.3,44,1.6,15,0,11
2026-03-01T12:06:52.807Z,emergency,rl,2,20560495,15.8,6,51.53,25,13,0,9
2026-03-01T12:06:52.807Z,emergency,traditional,3,20560592,17.9,4,38.85,12.1,15,0,6
2026-03-01T12:06:52.808Z,emergency,ai,3,20560592,7.5,11.3,44.05,1.7,12,0,17
2026-03-01T12:06:52.808Z,emergency,rl,3,20560592,23.9,4.7,51.85,1.2,16,0,7
