timestamp,scenario,mode,repetition,seed,avg_wait_time,flow_rate,co2_emissions,emergency_response_time,total_collisions,collision_avoided,vehicles_completed
2026-03-14T16:49:05.187Z,normal,traditional,1,20260398,49.5,4,112.16,17.6,23,0,12
2026-03-14T16:49:05.210Z,normal,ai_full,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:49:05.222Z,normal,ai_no_adaptive,1,20260398,45.8,5.7,146.29,3.2,21,0,17
2026-03-14T16:49:05.231Z,normal,ai_no_preemption,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:49:05.237Z,normal,ai_no_rules,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:49:05.246Z,normal,traditional,2,20260495,51.5,2.3,86.96,0,27,0,7
2026-03-14T16:49:05.255Z,normal,ai_full,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:49:05.263Z,normal,ai_no_adaptive,2,20260495,27.3,2,64.87,4,28,0,6
2026-03-14T16:49:05.269Z,normal,ai_no_preemption,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:49:05.275Z,normal,ai_no_rules,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:49:05.281Z,normal,traditional,3,20260592,66.2,1.7,88.6,0,31,0,5
2026-03-14T16:49:05.286Z,normal,ai_full,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:49:05.292Z,normal,ai_no_adaptive,3,20260592,47.1,3.7,106.76,2.4,26,0,11
2026-03-14T16:49:05.297Z,normal,ai_no_preemption,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:49:05.303Z,normal,ai_no_rules,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:49:05.309Z,normal,traditional,4,20260689,95.7,1.7,103.37,0,29,0,5
2026-03-14T16:49:05.315Z,normal,ai_full,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:49:05.321Z,normal,ai_no_adaptive,4,20260689,39,3.3,92.81,3.1,27,0,10
2026-03-14T16:49:05.326Z,normal,ai_no_preemption,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:49:05.332Z,normal,ai_no_rules,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:49:05.337Z,normal,traditional,5,20260786,43.1,1.3,67.61,29,29,0,4
2026-03-14T16:49:05.343Z,normal,ai_full,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:49:05.348Z,normal,ai_no_adaptive,5,20260786,19.9,2.7,65.69,3.1,28,0,8
2026-03-14T16:49:05.353Z,normal,ai_no_preemption,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:49:05.359Z,normal,ai_no_rules,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:49:05.364Z,normal,traditional,6,20260883,46,3.3,100.25,0,27,0,10
2026-03-14T16:49:05.368Z,normal,ai_full,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:49:05.374Z,normal,ai_no_adaptive,6,20260883,32.7,6.7,119.57,2.5,21,0,20
2026-03-14T16:49:05.379Z,normal,ai_no_preemption,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:49:05.385Z,normal,ai_no_rules,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:49:05.391Z,normal,traditional,7,20260980,78.7,2,103.16,0,29,0,6
2026-03-14T16:49:05.396Z,normal,ai_full,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:49:05.402Z,normal,ai_no_adaptive,7,20260980,39.8,3.3,94.85,2.4,28,0,10
2026-03-14T16:49:05.408Z,normal,ai_no_preemption,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:49:05.413Z,normal,ai_no_rules,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:49:05.418Z,normal,traditional,8,20261077,51.1,1,63.17,0,29,0,3
2026-03-14T16:49:05.424Z,normal,ai_full,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:49:05.429Z,normal,ai_no_adaptive,8,20261077,36.2,4.3,98.63,2.2,24,0,13
2026-03-14T16:49:05.434Z,normal,ai_no_preemption,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:49:05.440Z,normal,ai_no_rules,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:49:05.448Z,normal,traditional,9,20261174,59.1,2,84.04,0,26,1,6
2026-03-14T16:49:05.456Z,normal,ai_full,9,20261174,34.6,6,130.34,2.8,23,0,18
2026-03-14T16:49:05.464Z,normal,ai_no_adaptive,9,20261174,44.8,3.3,96.46,3.8,25,0,10
2026-03-14T16:49:05.470Z,normal,ai_no_preemption,9,20261174,34.6,6,130.34,2.8,23,0,18
2026-03-14T16:49:05.475Z,normal,ai_no_rules,9,20261174,34.6,6,130.34,2.8,23,0,18
2026-03-14T16:49:05.481Z,normal,traditional,10,20261271,48.8,3,119.2,0,23,0,9
2026-03-14T16:49:05.487Z,normal,ai_full,10,20261271,36,6,161.99,2.8,22,0,18
2026-03-14T16:49:05.492Z,normal,ai_no_adaptive,10,20261271,47.4,2,96.29,0,27,0,6
2026-03-14T16:49:05.498Z,normal,ai_no_preemption,10,20261271,36,6,161.99,2.8,22,0,18
2026-03-14T16:49:05.504Z,normal,ai_no_rules,10,20261271,36,6,161.99,2.8,22,0,18
2026-03-14T16:49:05.509Z,normal,traditional,11,20261368,57.4,1.7,77.4,0,27,0,5
2026-03-14T16:49:05.514Z,normal,ai_full,11,20261368,32.7,4.7,103.58,2.4,28,0,14
2026-03-14T16:49:05.519Z,normal,ai_no_adaptive,11,20261368,44,4.3,163.3,2.4,25,0,13
2026-03-14T16:49:05.524Z,normal,ai_no_preemption,11,20261368,32.7,4.7,103.58,2.4,28,0,14
2026-03-14T16:49:05.528Z,normal,ai_no_rules,11,20261368,32.7,4.7,103.58,2.4,28,0,14
2026-03-14T16:49:05.533Z,normal,traditional,12,20261465,88.7,1.3,96.19,55.5,30,0,4
2026-03-14T16:49:05.538Z,normal,ai_full,12,20261465,36.3,6.3,130.3,3,25,0,19
2026-03-14T16:49:05.543Z,normal,ai_no_adaptive,12,20261465,45.3,3.7,103.75,3.1,25,0,11
2026-03-14T16:49:05.548Z,normal,ai_no_preemption,12,20261465,36.3,6.3,130.3,3,25,0,19
2026-03-14T16:49:05.553Z,normal,ai_no_rules,12,20261465,36.3,6.3,130.3,3,25,0,19
2026-03-14T16:49:05.558Z,normal,traditional,13,20261562,53.9,2.3,88.86,0,27,0,7
2026-03-14T16:49:05.563Z,normal,ai_full,13,20261562,31.4,6.3,118.37,2.6,25,0,19
2026-03-14T16:49:05.568Z,normal,ai_no_adaptive,13,20261562,39.6,4.3,105.53,2.6,25,0,13
2026-03-14T16:49:05.573Z,normal,ai_no_preemption,13,20261562,31.4,6.3,118.37,2.6,25,0,19
2026-03-14T16:49:05.578Z,normal,ai_no_rules,13,20261562,31.4,6.3,118.37,2.6,25,0,19
2026-03-14T16:49:05.584Z,normal,traditional,14,20261659,54.8,3,122.02,95.2,27,0,9
2026-03-14T16:49:05.590Z,normal,ai_full,14,20261659,30.2,6,112.43,2.8,23,0,18
2026-03-14T16:49:05.595Z,normal,ai_no_adaptive,14,20261659,24.6,3.7,85.46,2.8,28,0,11
2026-03-14T16:49:05.600Z,normal,ai_no_preemption,14,20261659,30.2,6,112.43,2.8,23,0,18
2026-03-14T16:49:05.605Z,normal,ai_no_rules,14,20261659,30.2,6,112.43,2.8,23,0,18
2026-03-14T16:49:05.611Z,normal,traditional,15,20261756,54.2,4.3,155.72,62,25,1,13
2026-03-14T16:49:05.615Z,normal,ai_full,15,20261756,23,6.7,100.46,2.5,24,0,20
2026-03-14T16:49:05.622Z,normal,ai_no_adaptive,15,20261756,51.2,5.3,141.65,2,24,0,16
2026-03-14T16:49:05.626Z,normal,ai_no_preemption,15,20261756,23,6.7,100.46,2.5,24,0,20
2026-03-14T16:49:05.631Z,normal,ai_no_rules,15,20261756,23,6.7,100.46,2.5,24,0,20
2026-03-14T16:49:05.643Z,rush_hour,traditional,1,20360398,41.1,2.7,254.84,0,134,2,8
2026-03-14T16:49:05.655Z,rush_hour,ai_full,1,20360398,21,9,274.55,2.8,128,0,27
2026-03-14T16:49:05.670Z,rush_hour,ai_no_adaptive,1,20360398,20.7,8.7,270.85,2.7,128,2,26
2026-03-14T16:49:05.684Z,rush_hour,ai_no_preemption,1,20360398,21,9,274.55,2.8,128,0,27
2026-03-14T16:49:05.696Z,rush_hour,ai_no_rules,1,20360398,21,9,274.55,2.8,128,0,27
2026-03-14T16:49:05.711Z,rush_hour,traditional,2,20360495,53.2,1.7,239.06,66.4,134,0,5
2026-03-14T16:49:05.726Z,rush_hour,ai_full,2,20360495,27.3,6.3,269.95,2.3,132,1,19
2026-03-14T16:49:05.739Z,rush_hour,ai_no_adaptive,2,20360495,14,4.7,229.88,2.9,132,0,14
2026-03-14T16:49:05.752Z,rush_hour,ai_no_preemption,2,20360495,27.3,6.3,269.95,2.3,132,1,19
2026-03-14T16:49:05.766Z,rush_hour,ai_no_rules,2,20360495,27.3,6.3,269.95,2.3,132,1,19
2026-03-14T16:49:05.777Z,rush_hour,traditional,3,20360592,49.6,2.3,247.13,0,135,0,7
2026-03-14T16:49:05.789Z,rush_hour,ai_full,3,20360592,19.9,7.7,275.9,3.3,131,0,23
2026-03-14T16:49:05.800Z,rush_hour,ai_no_adaptive,3,20360592,18.4,4.7,240.78,3.5,134,0,14
2026-03-14T16:49:05.812Z,rush_hour,ai_no_preemption,3,20360592,19.9,7.7,275.9,3.3,131,0,23
2026-03-14T16:49:05.822Z,rush_hour,ai_no_rules,3,20360592,19.9,7.7,275.9,3.3,131,0,23
2026-03-14T16:49:05.834Z,rush_hour,traditional,4,20360689,37.4,2,246.31,69.8,139,1,6
2026-03-14T16:49:05.845Z,rush_hour,ai_full,4,20360689,22.5,9,284.45,3.2,128,0,27
2026-03-14T16:49:05.858Z,rush_hour,ai_no_adaptive,4,20360689,20.1,3,235.17,3.2,139,0,9
2026-03-14T16:49:05.872Z,rush_hour,ai_no_preemption,4,20360689,22.5,9,284.45,3.2,128,0,27
2026-03-14T16:49:05.883Z,rush_hour,ai_no_rules,4,20360689,22.5,9,284.45,3.2,128,0,27
2026-03-14T16:49:05.893Z,rush_hour,traditional,5,20360786,38.8,2.3,242.51,74,135,1,7
2026-03-14T16:49:05.903Z,rush_hour,ai_full,5,20360786,18.9,8.3,274.9,3,130,1,25
2026-03-14T16:49:05.914Z,rush_hour,ai_no_adaptive,5,20360786,22.4,8.7,305.63,2.8,129,1,26
2026-03-14T16:49:05.925Z,rush_hour,ai_no_preemption,5,20360786,18.9,8.3,274.9,3,130,1,25
2026-03-14T16:49:05.935Z,rush_hour,ai_no_rules,5,20360786,18.9,8.3,274.9,3,130,1,25
2026-03-14T16:49:05.947Z,rush_hour,traditional,6,20360883,28.4,3.3,258.15,0,135,2,10
2026-03-14T16:49:05.957Z,rush_hour,ai_full,6,20360883,24.2,6.3,279.31,3,135,0,19
2026-03-14T16:49:05.967Z,rush_hour,ai_no_adaptive,6,20360883,16.8,6,247.64,3,134,0,18
2026-03-14T16:49:05.977Z,rush_hour,ai_no_preemption,6,20360883,24.2,6.3,279.31,3,135,0,19
2026-03-14T16:49:05.988Z,rush_hour,ai_no_rules,6,20360883,24.2,6.3,279.31,3,135,0,19
2026-03-14T16:49:05.999Z,rush_hour,traditional,7,20360980,43.5,2,240.83,70.2,135,0,6
2026-03-14T16:49:06.010Z,rush_hour,ai_full,7,20360980,16.6,8.7,271.69,2.9,129,1,26
2026-03-14T16:49:06.021Z,rush_hour,ai_no_adaptive,7,20360980,22.5,5.7,257.53,2.9,130,1,17
2026-03-14T16:49:06.032Z,rush_hour,ai_no_preemption,7,20360980,16.6,8.7,271.69,2.9,129,1,26
2026-03-14T16:49:06.044Z,rush_hour,ai_no_rules,7,20360980,16.6,8.7,271.69,2.9,129,1,26
2026-03-14T16:49:06.057Z,rush_hour,traditional,8,20361077,70,2.3,270.37,94.2,135,0,7
2026-03-14T16:49:06.069Z,rush_hour,ai_full,8,20361077,14.8,7,245,2.9,131,0,21
2026-03-14T16:49:06.082Z,rush_hour,ai_no_adaptive,8,20361077,31.5,5.3,265.21,2.9,131,0,16
2026-03-14T16:49:06.093Z,rush_hour,ai_no_preemption,8,20361077,14.8,7,245,2.9,131,0,21
2026-03-14T16:49:06.106Z,rush_hour,ai_no_rules,8,20361077,14.8,7,245,2.9,131,0,21
2026-03-14T16:49:06.117Z,rush_hour,traditional,9,20361174,50.1,2,244.33,0,137,0,6
2026-03-14T16:49:06.129Z,rush_hour,ai_full,9,20361174,16.4,7.7,259.91,3.2,131,1,23
2026-03-14T16:49:06.142Z,rush_hour,ai_no_adaptive,9,20361174,13.1,5,230.25,2.9,132,0,15
2026-03-14T16:49:06.152Z,rush_hour,ai_no_preemption,9,20361174,16.4,7.7,259.91,3.2,131,1,23
2026-03-14T16:49:06.164Z,rush_hour,ai_no_rules,9,20361174,16.4,7.7,259.91,3.2,131,1,23
2026-03-14T16:49:06.176Z,rush_hour,traditional,10,20361271,39.9,3.3,261.14,47.2,137,1,10
2026-03-14T16:49:06.188Z,rush_hour,ai_full,10,20361271,20.1,5,243.95,3,133,0,15
2026-03-14T16:49:06.200Z,rush_hour,ai_no_adaptive,10,20361271,22.8,4.3,246.01,2.9,136,0,13
2026-03-14T16:49:06.212Z,rush_hour,ai_no_preemption,10,20361271,20.1,5,243.95,3,133,0,15
2026-03-14T16:49:06.224Z,rush_hour,ai_no_rules,10,20361271,20.1,5,243.95,3,133,0,15
2026-03-14T16:49:06.238Z,rush_hour,traditional,11,20361368,43.5,2,240.96,0,138,1,6
2026-03-14T16:49:06.251Z,rush_hour,ai_full,11,20361368,23,8.3,277.93,2.9,131,0,25
2026-03-14T16:49:06.264Z,rush_hour,ai_no_adaptive,11,20361368,21.5,6,256.91,2.8,134,1,18
2026-03-14T16:49:06.277Z,rush_hour,ai_no_preemption,11,20361368,23,8.3,277.93,2.9,131,0,25
2026-03-14T16:49:06.290Z,rush_hour,ai_no_rules,11,20361368,23,8.3,277.93,2.9,131,0,25
2026-03-14T16:49:06.302Z,rush_hour,traditional,12,20361465,42.6,3.7,286.48,43.9,134,1,11
2026-03-14T16:49:06.315Z,rush_hour,ai_full,12,20361465,28.6,7,279.07,2.8,131,1,21
2026-03-14T16:49:06.328Z,rush_hour,ai_no_adaptive,12,20361465,30.1,6.3,276.62,3,132,0,19
2026-03-14T16:49:06.341Z,rush_hour,ai_no_preemption,12,20361465,28.6,7,279.07,2.8,131,1,21
2026-03-14T16:49:06.354Z,rush_hour,ai_no_rules,12,20361465,28.6,7,279.07,2.8,131,1,21
2026-03-14T16:49:06.365Z,rush_hour,traditional,13,20361562,47.3,1.7,236.05,0,137,0,5
