timestamp,scenario,mode,repetition,seed,avg_wait_time,flow_rate,co2_emissions,emergency_response_time,total_collisions,collision_avoided,vehicles_completed
2026-03-14T16:48:11.149Z,normal,traditional,1,20260398,49.5,4,112.16,17.6,23,0,12
2026-03-14T16:48:11.169Z,normal,ai_full,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:48:11.184Z,normal,ai_no_adaptive,1,20260398,45.8,5.7,146.29,3.2,21,0,17
2026-03-14T16:48:11.193Z,normal,ai_no_preemption,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:48:11.200Z,normal,ai_no_rules,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:48:11.209Z,normal,traditional,2,20260495,51.5,2.3,86.96,0,27,0,7
2026-03-14T16:48:11.218Z,normal,ai_full,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:48:11.226Z,normal,ai_no_adaptive,2,20260495,27.3,2,64.87,4,28,0,6
2026-03-14T16:48:11.232Z,normal,ai_no_preemption,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:48:11.238Z,normal,ai_no_rules,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:48:11.244Z,normal,traditional,3,20260592,66.2,1.7,88.6,0,31,0,5
2026-03-14T16:48:11.249Z,normal,ai_full,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:48:11.255Z,normal,ai_no_adaptive,3,20260592,47.1,3.7,106.76,2.4,26,0,11
2026-03-14T16:48:11.261Z,normal,ai_no_preemption,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:48:11.266Z,normal,ai_no_rules,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:48:11.273Z,normal,traditional,4,20260689,95.7,1.7,103.37,0,29,0,5
2026-03-14T16:48:11.278Z,normal,ai_full,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:48:11.284Z,normal,ai_no_adaptive,4,20260689,39,3.3,92.81,3.1,27,0,10
2026-03-14T16:48:11.290Z,normal,ai_no_preemption,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:48:11.296Z,normal,ai_no_rules,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:48:11.301Z,normal,traditional,5,20260786,43.1,1.3,67.61,29,29,0,4
2026-03-14T16:48:11.306Z,normal,ai_full,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:48:11.311Z,normal,ai_no_adaptive,5,20260786,19.9,2.7,65.69,3.1,28,0,8
2026-03-14T16:48:11.316Z,normal,ai_no_preemption,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:48:11.321Z,normal,ai_no_rules,5,20260786,30.5,7.3,123.9,3,21,0,22
2026-03-14T16:48:11.326Z,normal,traditional,6,20260883,46,3.3,100.25,0,27,0,10
2026-03-14T16:48:11.331Z,normal,ai_full,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:48:11.337Z,normal,ai_no_adaptive,6,20260883,32.7,6.7,119.57,2.5,21,0,20
2026-03-14T16:48:11.341Z,normal,ai_no_preemption,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:48:11.347Z,normal,ai_no_rules,6,20260883,26.9,6.3,106.85,2.7,24,0,19
2026-03-14T16:48:11.354Z,normal,traditional,7,20260980,78.7,2,103.16,0,29,0,6
2026-03-14T16:48:11.359Z,normal,ai_full,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:48:11.364Z,normal,ai_no_adaptive,7,20260980,39.8,3.3,94.85,2.4,28,0,10
2026-03-14T16:48:11.369Z,normal,ai_no_preemption,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:48:11.373Z,normal,ai_no_rules,7,20260980,36.4,3,85.81,2.4,28,0,9
2026-03-14T16:48:11.379Z,normal,traditional,8,20261077,51.1,1,63.17,0,29,0,3
2026-03-14T16:48:11.384Z,normal,ai_full,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:48:11.390Z,normal,ai_no_adaptive,8,20261077,36.2,4.3,98.63,2.2,24,0,13
2026-03-14T16:48:11.395Z,normal,ai_no_preemption,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:48:11.400Z,normal,ai_no_rules,8,20261077,31.7,6,115.78,2.8,25,0,18
2026-03-14T16:48:11.409Z,normal,traditional,9,20261174,59.1,2,84.04,0,26,1,6
