timestamp,scenario,mode,repetition,seed,avg_wait_time,flow_rate,co2_emissions,emergency_response_time,total_collisions,collision_avoided,vehicles_completed
2026-03-14T16:46:03.064Z,normal,traditional,1,20260398,49.5,4,112.16,17.6,23,0,12
2026-03-14T16:46:03.084Z,normal,ai_full,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:46:03.101Z,normal,ai_no_adaptive,1,20260398,45.8,5.7,146.29,3.2,21,0,17
2026-03-14T16:46:03.110Z,normal,ai_no_preemption,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:46:03.116Z,normal,ai_no_rules,1,20260398,37.9,7.3,142,3.2,21,0,22
2026-03-14T16:46:03.126Z,normal,traditional,2,20260495,51.5,2.3,86.96,0,27,0,7
2026-03-14T16:46:03.134Z,normal,ai_full,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:46:03.142Z,normal,ai_no_adaptive,2,20260495,27.3,2,64.87,4,28,0,6
2026-03-14T16:46:03.148Z,normal,ai_no_preemption,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:46:03.154Z,normal,ai_no_rules,2,20260495,34.7,4.3,99.7,3.4,26,0,13
2026-03-14T16:46:03.160Z,normal,traditional,3,20260592,66.2,1.7,88.6,0,31,0,5
2026-03-14T16:46:03.166Z,normal,ai_full,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:46:03.172Z,normal,ai_no_adaptive,3,20260592,47.1,3.7,106.76,2.4,26,0,11
2026-03-14T16:46:03.178Z,normal,ai_no_preemption,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:46:03.183Z,normal,ai_no_rules,3,20260592,38.9,4.3,114.77,2.4,26,0,13
2026-03-14T16:46:03.190Z,normal,traditional,4,20260689,95.7,1.7,103.37,0,29,0,5
2026-03-14T16:46:03.195Z,normal,ai_full,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:46:03.202Z,normal,ai_no_adaptive,4,20260689,39,3.3,92.81,3.1,27,0,10
2026-03-14T16:46:03.207Z,normal,ai_no_preemption,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:46:03.213Z,normal,ai_no_rules,4,20260689,27,6.7,120.09,3.1,23,0,20
2026-03-14T16:46:03.219Z,normal,traditional,5,20260786,43.1,1.3,67.61,29,29,0,4
2026-03-14T16:46:03.224Z,normal,ai_full,5,20260786,30.5,7.3,123.9,3,21,0,22
